index#1:,index#2:,index#3:,index#4:,index#5:,index#6:,index#7:,index#8:,index#9:,index#10:,index#11:,index#12:,index#13:,index#14:,index#15:,index#16:,index#17:,index#18:,index#19:,index#20:,index#21:,index#22:,index#23:,index#24:,index#25:,index#26:,index#27:,index#28:,index#29:,index#30:,index#31:,index#32:,index#33:,index#34:,index#35:,index#36:,index#37:,index#38:,index#39:,index#40:,index#41:,index#42:,index#43:,index#44:,index#45:,index#46:,index#47:,index#48:,index#49:,index#50:,index#51:,index#52:,index#53:,index#54:,index#55:,index#56:,index#57:,index#58:,index#59:,index#60:,index#61:,index#62:,index#63:,index#64:
28.425,29.411,28.018,29.155,27.785,28.178,27.731,27.313,26.926,24.698,25.298,24.042,23.087,23.087,22.136,21.19,20.248,19.313,18.788,17.889,17.889,17.493,16.125,16.643,15.811,15.811,14.866,14.866,14.866,15,15,15.264,15.264,14.765,15.652,15.652,15.232,16.155,16.155,15.811,15.811,16.492,15.524,16.492,15.297,16.279,16.279,16.125,16.125,16.125,16.125,16.125,0,0,0,0,0,0,0,0,0,0,0,0
29.833,30.364,30.676,30.083,29.967,29.967,29.53,28.653,26.926,26.926,26.627,25.239,25.239,23.022,22.204,22.204,21.633,20.809,19.723,19.723,19.235,17.889,17.889,17.464,17.088,16.763,16.492,15.297,15.297,16.125,16.031,16.031,16,16.031,16.031,17.029,17.117,17.117,17.263,17.263,17.263,17.464,17.464,17.464,16.763,17.72,16.763,17.088,17.088,17.464,17.088,17.088,0,0,0,0,0,0,0,0,0,0,0,0
24.331,24.739,24.739,24.042,24.352,23.77,23.77,23.259,22.361,22.361,21.471,21.095,19.723,19.723,18.358,17.493,17,16.553,16.553,15.652,15.232,14.866,13.928,14.56,13.601,13.342,13.153,13.038,13.038,13,13.038,13.038,13.038,13.153,13.342,13.342,13.342,13.342,13.601,13.601,13.601,13.928,13.928,13.928,13.416,14.318,14.318,13.892,14.318,13.892,13.892,13.892,0,0,0,0,0,0,0,0,0,0,0,0
23.854,24.698,23.707,24.597,22.847,23.77,23.409,23.087,22.136,21.84,20.616,20.616,19.416,19.416,18.439,16.492,17.464,16.492,15.811,14.866,14.866,14.318,14.318,13.892,13.416,13.038,12.806,12.042,12.728,12.728,12.806,12.806,12.207,13.038,13.038,13.038,12.53,13.416,13.416,13.928,13.416,13.928,13.928,13.928,13.601,13.601,14.56,13.342,13.342,13.342,13.342,13.342,0,0,0,0,0,0,0,0,0,0,0,0
30.48,30.414,31.113,30.414,30.48,30.61,29.206,29.411,28.018,27.459,26.926,25.554,25.554,24.698,23.324,23.324,21.633,21.633,20.809,20,19.209,19.209,18.439,17.692,16.971,16.971,17.029,15.811,16.125,16.125,16.553,16.553,16.155,16.155,16.763,17.72,16.763,17.464,16.492,16.279,17.263,17.117,17.117,17.117,17.117,17.029,17.029,16.031,17,17,17.029,17,0,0,0,0,0,0,0,0,0,0,0,0
27.659,26.401,28.018,26.926,27.785,26.833,26.401,26.926,24.698,24.698,24.352,23.087,22.136,21.541,21.19,20.248,18.974,18.385,18.385,17.464,16.553,15.652,15.652,15.264,14.422,15.264,14.213,14.142,14.142,13.454,14.213,14.213,13.601,14.422,13.892,14.765,14.765,15.232,15.232,16.155,14.866,14.866,14.56,15.524,14.56,14.56,14.56,14.318,14.142,15.133,14.142,15.133,0,0,0,0,0,0,0,0,0,0,0,0
28.844,28.601,29.206,29.069,29,28.284,28.32,27.659,27.019,25.612,25.612,25,24.207,23.601,22.204,21.401,20.616,20,19.209,19.849,18.385,18.385,16.971,16.279,15.62,16.401,15.811,14.765,15.652,15.232,15.232,14.866,15.811,15.524,15.297,16.279,16.279,16.125,16.125,16.031,16.031,16,16,16,16.031,16,16.031,16.125,16.125,16.125,16.125,15.133,0,0,0,0,0,0,0,0,0,0,0,0
30.529,30.017,29.967,29.547,29.155,28.792,28.46,28.16,27.893,26.683,25.495,24.515,24.515,23.537,22.561,21.378,20.396,20.396,18.682,18.682,17.72,18.028,17.088,16.553,16.553,16.125,15.811,15,15.62,15.62,15.556,16.279,15.62,15.62,16.401,15.811,15.811,16.643,16.125,17,17,16.553,16.553,16.553,16.553,17.088,17.088,16.763,17.088,16.763,16.763,16.763,0,0,0,0,0,0,0,0,0,0,0,0
29.206,30.232,29.155,30.017,28.178,29.547,28.792,27.514,27.514,25.298,25.298,24.352,24.352,23.087,22.804,20.881,20.881,18.974,19.313,18.974,18.028,17.088,16.553,16.643,16.125,15.811,15,14.866,15.556,14.142,15.62,15.62,15,14.422,14.422,14.765,15.232,15.652,15.232,16.553,15.232,16.155,15.811,16.763,15.811,15.811,16.492,15.524,16.492,16.125,16.125,16.125,0,0,0,0,0,0,0,0,0,0,0,0
30.463,31.016,30.364,31.321,29.833,30.594,29.428,29.155,28.16,27.074,27.074,25.02,25.02,25.02,24.021,23,23.022,20.025,21.024,19.105,19.105,18.111,18.248,18.439,16.492,16.763,16.155,16.155,15.652,15.652,15.264,15.811,15.811,15.811,15.62,15.62,16.279,16.971,16.279,17.029,16.279,17.029,16.401,16.401,17.205,16.401,16.401,15.811,16.643,16.125,16.125,16.643,0,0,0,0,0,0,0,0,0,0,0,0
23.345,28.284,27.166,28,28,26.173,26.306,23.087,25.179,22.361,22.804,22.361,22.361,20.224,20.396,19.416,19.235,17.263,17.117,17.263,16.125,16.125,15.033,15,14.036,14.142,14.318,13.342,13.601,13,13,13.416,13.416,13.892,13.892,13.601,13.601,14.213,13.454,14.866,13.454,14.142,13.454,14.142,14.866,14.866,14.213,14.213,13.601,14.422,13.892,13.892,0,0,0,0,0,0,0,0,0,0,0,0
26.926,26.571,25.962,26.926,26.306,25.318,25.179,25.08,24.021,24.021,23.022,22,22.023,21,21,19.026,18.028,17.029,17.029,17.117,16.125,15.297,14.318,14.56,14.56,13.928,13.416,13.416,13.892,12.207,12.806,13.454,13.454,12.728,12.728,13.454,14.213,14.213,13.601,14.422,13.892,13.892,14.765,14.765,14.318,14.318,14.318,13.928,13.928,14.866,14.56,13.601,0,0,0,0,0,0,0,0,0,0,0,0
27.459,27.203,27.203,28.46,26.571,26.401,27.295,25.942,25.554,25.554,24.187,24.187,23.324,23.324,21.095,21.095,19.723,19.723,18.358,18.358,17,17,16.155,15.811,15.811,15.524,14.318,15.133,15.133,15.033,15.033,15,14.036,15.033,14.142,16.279,15.297,15.524,15.524,14.866,15.524,15.811,14.866,14.866,16.155,16.155,15.232,15.232,15.652,14.765,14.765,14.765,0,0,0,0,0,0,0,0,0,0,0,0
28.231,28.231,30.364,28.16,27.893,27.659,26.476,26.306,25.318,25.179,25.08,23.022,23.022,22.023,21.024,21.095,19.105,19.105,18.111,18.248,17.263,17.263,16.279,16.492,15.811,15.811,15.232,14.765,13.892,14.422,14.422,15,15,14.866,14.142,15.556,15.556,14.866,15.62,15.62,15,15,15,15.811,15.264,15.264,15.264,14.765,16.125,16.125,15.652,15.652,0,0,0,0,0,0,0,0,0,0,0,0
29.155,29.967,29.967,29.53,29.155,28.844,28.601,27.803,27.019,25.612,26.249,24.083,24.083,22.672,21.932,21.932,19.849,19.209,19.209,19.209,17.205,17.205,16.643,16.125,16.125,15.652,14.866,15.811,14.56,15.297,15.133,15.133,15.033,15,15,15.033,16.031,16.125,16.125,16.279,17.263,16.279,16.492,16.492,16.492,16.763,15.811,15.811,15.811,16.155,16.155,16.155,0,0,0,0,0,0,0,0,0,0,0,0
27.785,30.017,31.064,28.844,28.425,30.61,28.284,28.284,25.495,26.907,24.839,24.083,24.083,23.431,22.023,22.023,20.616,19.849,18.439,19.105,17.692,17.692,16.279,17.029,16.401,15.811,15.264,14.765,15.652,14.318,15.232,14.866,14.866,15.524,15.524,15.297,15.297,16.125,16.125,16.125,16.125,16.031,16,16.031,16,16,16,16,16.031,16.125,16.125,16.125,0,0,0,0,0,0,0,0,0,0,0,0
24.021,25,25.08,25.08,27.459,25.495,25.71,24.352,25.632,23.409,22.136,22.472,22.472,20.248,20.248,19.313,19.698,16.763,18.028,16.763,16.763,15.524,14.56,15.133,14.142,14.036,13,13,14.036,12.166,13.153,13.342,13.601,13.601,13.928,13,13.928,13.928,13.416,14.765,13.416,13.892,13.892,14.422,14.422,13.892,14.422,13.601,14.213,14.213,14.213,14.213,0,0,0,0,0,0,0,0,0,0,0,0
26.926,27.203,26.926,27.313,26.401,26.833,25.554,26.077,24.698,23.854,23.854,22.472,21.633,20.809,20.248,20,19.416,18.028,18.028,16.643,17.493,15.652,15.652,15.232,14.866,14.866,14.318,14.318,14.142,14.142,15,14,14,14.036,14.036,14.142,15.297,15.297,14.318,15.524,15.524,15.524,14.866,15.811,14.866,14.866,14.866,16.155,14.866,14.765,16.155,16.553,0,0,0,0,0,0,0,0,0,0,0,0
30.463,29.967,30.414,28.653,29.682,30.232,29.411,28.425,27.659,27.019,26.907,24.839,24.083,23.345,22.672,22.672,21.932,20.616,20,18.601,18.028,17.493,18.028,17,16.125,16.553,15.811,15.524,15.524,16.492,16.125,16.125,15.033,16.031,17.029,16,17.029,17.029,17.117,17.117,17.263,16.279,17.263,17.464,17.72,17.464,17.464,17.464,18.682,17.088,18.385,16.155,0,0,0,0,0,0,0,0,0,0,0,0
30.414,30.15,31.145,30.017,31,30.017,29.069,29.155,28.284,27.166,27.295,25.318,25.318,24.331,23.345,22.361,21.213,21.213,20.1,20.1,19.026,18.028,18,18.028,17.117,17.117,16.279,16.492,15.811,16.155,16.553,16.553,17,17,16.125,16.643,16.643,17.205,17.029,17.029,17.029,17.692,17.692,17.692,16.971,16.971,17.692,17.029,17.804,17.804,17.804,17.205,0,0,0,0,0,0,0,0,0,0,0,0
26.926,27.295,26.401,27.313,26.926,26.571,25.298,25.962,24.739,23.77,23.537,22.561,22.361,21.378,20.396,19.235,19.416,18.439,17.464,16.492,16.763,15.811,15.811,15.232,15.232,14.765,13.892,13.601,14.213,12.806,14.866,14.142,14.142,14.213,14.213,14.422,14.422,15.264,14.422,15.264,14.422,15.264,14.765,15.652,15.232,15.232,15.232,15.232,14.866,14.866,14.866,14.56,0,0,0,0,0,0,0,0,0,0,0,0
24.739,25.298,24.698,23.77,24.166,23.707,23.324,22.472,22.472,21.633,21.633,20.809,19.416,19.416,18.601,18.028,17.205,15.811,15.264,15.264,15.264,14.765,14.318,14.318,13.928,12.649,12.649,12.369,12.166,13.153,12.042,13.038,13,13.038,15.033,14.036,13.153,14.142,13.153,13.153,14.318,14.318,14.56,14.56,13.601,13.601,13.928,13.928,13.928,14.318,14.318,13,0,0,0,0,0,0,0,0,0,0,0,0
29.155,28.636,29.069,28.653,29.155,27.459,27.203,27.803,25.612,27.019,25.495,24.083,24.083,22.672,21.932,21.26,19.849,19.849,19.209,17.804,17.205,16.643,17.493,16.553,15.232,15.232,14.866,14.56,14.318,15.133,15.133,14.036,15,15,15,15.033,15.033,15.133,15.297,15.297,16.279,16.492,16.492,16.492,15.524,15.811,16.155,16.155,16.155,16.553,16.553,15.652,0,0,0,0,0,0,0,0,0,0,0,0
29.547,31.385,31.016,31.321,29.12,29.833,28.443,28.443,28.284,27.295,26.173,26.077,25.08,24.083,24.083,23.087,22.091,20.224,20.224,19.235,19.235,18.439,17.464,17.72,17.088,17.088,16.553,15.652,15.264,15.264,15.811,15.62,15.62,16.279,15.556,15.556,16.279,16.279,16.401,16.401,16.401,17.205,15.264,16.643,16.643,16.643,16.125,16.125,15.652,16.553,16.553,16.155,0,0,0,0,0,0,0,0,0,0,0,0
26.42,26.926,25.807,27.203,25.612,25.495,25.456,25.456,24.083,23.345,23.345,21.932,22.023,21.26,20.518,19.849,19.849,17.692,16.971,16.971,16.279,15.556,14.866,15,15,15,13.416,13.416,13,12.649,13.601,13.342,13.342,13.342,14.142,13.153,14.142,14.036,13,15,14.036,14,13.153,14.142,14.142,14.142,14.036,14.142,14.318,14.318,14.318,13.342,0,0,0,0,0,0,0,0,0,0,0,0
31.78,32.696,29.732,30.676,31.048,30.806,29.614,29.428,28.284,27.166,27.074,26.019,25.02,25.02,24.021,23.022,22.023,21.095,20.1,20.224,19.235,19.416,18.248,17.464,17.464,16.763,16.155,16.553,16.125,16.125,16.643,15.811,16.401,16.401,16.401,17.029,16.279,17.692,16.971,17.692,16.279,17.029,17.029,17.029,17.205,17.205,17.205,18.028,17.205,17.493,17.493,17.493,0,0,0,0,0,0,0,0,0,0,0,0
28.792,29.12,29.12,29.833,28.636,29.428,27.295,28.16,27.166,27.074,26.019,25.02,24,23,22,21.024,21.024,20.025,19.105,19.105,18.248,17.263,17.263,16.492,16.492,15.811,15.652,16.125,15.264,15.264,15.811,15,15.62,15.62,14.866,15,16.279,16.279,16.279,16.401,17.029,16.401,16.643,17.205,16.643,16.643,17.493,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0
26.401,26.926,26.571,26.249,26.926,26.476,25.495,25.318,24.187,24.187,24.083,23.022,22.023,21.024,20.025,20.025,19.026,19.105,18.111,17.117,16.279,16.279,16.279,15.524,14.56,14.56,13.928,13.416,13.892,13.892,13.601,13.601,13.601,14.142,13.454,14.142,15.556,14.866,14.213,14.213,15,15,14.422,15,14.422,14.422,13.892,13.892,14.765,14.765,14.765,14.765,0,0,0,0,0,0,0,0,0,0,0,0
26.627,27.203,26.249,26.907,26.87,26.173,25.495,25.612,25,24.207,23.601,22.204,22.204,21.401,20.809,20,19.209,17.804,17.804,17.029,17.029,16.279,15.556,14.866,14.866,15,14.422,13.892,14.318,13.928,13,13.928,13.601,14.56,13.342,14.318,13.153,15.033,14.036,15,14.036,15,14.036,14,14.036,14,14,14.142,14.142,13.342,14.318,14.318,0,0,0,0,0,0,0,0,0,0,0,0
29.206,30.61,29.069,30.414,29,29.069,29.069,27.803,27.803,25.807,26.627,24.698,23.854,23.854,23.324,21.633,21.633,19.416,20.248,17.804,17.804,17.692,17.029,15.556,15.556,16.279,15.62,15,15.264,15.264,14.318,15.232,16.155,15.524,15.524,14.56,15.524,15.133,16.279,17.263,14.142,16.125,17.029,16,16.031,16.031,16,16,16,15.033,16.031,16.031,0,0,0,0,0,0,0,0,0,0,0,0
29.698,29.732,30.48,29.833,28.601,28.844,26.926,27.785,26.833,25.942,25.495,24.597,24.166,24.166,22.847,21.932,21.024,19.698,18.788,19.235,18.358,17.493,16.643,16.401,15.62,15.62,15.556,14.866,15.62,14.213,14.422,14.422,14.765,14.765,14.765,15.232,15.232,15.811,16.763,16.763,15.811,16.492,15.524,16.279,16.492,16.279,16.279,16.125,16.125,16.031,16.031,16.031,0,0,0,0,0,0,0,0,0,0,0,0
29.069,29.017,28.018,30.15,28.16,29.275,28.443,27.659,26.683,25.71,26.249,24.042,24.352,23.087,22.136,20.881,20.881,18.974,19.647,18.439,17.464,17.263,17.263,16.125,16.031,16,15.033,15.033,15.297,14.318,15.524,14.56,14.866,14.866,15.232,14.318,15.652,15.652,15.264,16.643,15.264,15.811,15,15.811,16.401,15,15.62,16.279,14.866,15.556,15.556,15.556,0,0,0,0,0,0,0,0,0,0,0,0
23.854,25.239,25.612,25,24.839,24.759,23.345,23.345,22.672,23.345,22.023,20.616,20,20,19.209,18.439,17.804,17.029,17.029,16.279,15.556,14.866,14.866,14.213,14.213,13.601,13.892,13.416,13.416,13,13,12.649,13.342,13.601,13.153,14.142,13.342,13.153,13.038,14.036,14.036,14.036,14,14,14.036,14.036,14.036,14.036,14.036,14.142,14.142,14.142,0,0,0,0,0,0,0,0,0,0,0,0
27.659,28.443,28.284,28.16,28.071,27.019,26,26.019,26.019,25.08,24.187,23.195,23.195,22.204,21.213,21.095,19.105,19.105,18.028,18,17,16.031,16.031,16.031,15.133,15.133,14.56,14.866,13.928,14.318,13.892,13.892,14.422,14.422,13.601,14.213,14.213,14.213,14.866,14.866,14.866,14.866,15.62,15,15,15,15.264,14.765,15.264,15.264,14.765,14.765,0,0,0,0,0,0,0,0,0,0,0,0
27.019,26.907,26.173,26.87,26.907,26.249,26.401,25.807,25.239,24.413,23.854,23.324,22.472,21.633,21.095,19.723,19.416,18.868,18.601,17.804,17.029,17.029,17.029,15.556,15.556,14.866,14.213,13.601,13.892,13.892,13.416,13.416,14.318,15.232,13.928,14.56,15.524,14.318,14.318,14.318,15.133,15.297,14.142,15.133,15.033,15.133,16.125,15.033,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0
29.547,30.414,30.017,29.682,29.411,29.411,28.425,28.32,26.907,27.586,26.173,25.456,24.042,24.042,22.627,22.627,21.213,20.518,19.849,19.105,18.439,17.804,17.804,16.643,16.643,16.125,16.553,15.811,14.866,14.56,15.297,15.297,15.297,15.133,15.133,16.031,16.031,16,16.031,16.031,16.031,16.125,16.279,16.125,16.279,16.279,16.279,15.524,16.492,15.811,15.524,15.811,0,0,0,0,0,0,0,0,0,0,0,0
26.173,26.907,26.249,26.401,26.401,25.239,24.698,25.06,23.707,23.707,22.361,22.361,21.932,21.024,19.698,18.788,17.889,17.889,17,16.125,16.125,15.264,15,15,14.213,13.454,13.454,12.806,13.038,13.038,13.038,13.416,13.416,13.416,12.649,13.601,14.56,14.56,13.342,14.318,14.318,14.142,14.142,15.133,14.142,15.033,14.142,14.036,15,15.033,14,14,0,0,0,0,0,0,0,0,0,0,0,0
30.017,31.145,30.15,30.414,30.594,29.833,29.12,29.411,27.514,27.514,26.926,25.632,25.632,24.698,22.847,22.472,21.541,20.248,19.925,19.925,18.682,18.682,17.464,17.263,17.117,17.117,16,16.031,16.031,16.125,16.279,16.279,16.492,16.763,16.763,16.763,17.088,17.464,16.553,17.464,17,17,17,17,17.493,17.493,17.493,18.028,18.028,17.804,17.205,17.804,0,0,0,0,0,0,0,0,0,0,0,0
26.173,26.019,25.02,26,25,26.019,24.083,25.179,23.345,23.195,22.361,21.378,21.378,20.396,20.396,19.416,18.439,17.263,17.263,16.279,16.125,15.033,15.033,14,14.036,14.036,13.153,13.342,13.342,12.649,13,13,13,13.416,13.416,13.038,13.038,13.601,13.601,13.601,14.213,14.213,13.454,13.454,13.454,13.454,14.142,14.142,14.213,13.601,14.213,14.213,0,0,0,0,0,0,0,0,0,0,0,0
26.401,27.019,26.249,26.907,26.87,26.249,25.495,25.612,24.207,23.601,23.022,23.022,21.633,20.809,20.809,19.416,19.416,18.601,17.804,17.029,16.279,16.279,16.279,15.62,14.866,15,14.422,13.892,14.318,14.318,15.232,14.866,14.56,14.56,14.56,14.318,15.297,15.133,15.133,16.031,15.033,16.031,16,16,15,15,15,15.033,15.033,15.033,15.033,15.133,0,0,0,0,0,0,0,0,0,0,0,0
29.732,30.61,30,30.232,29.682,30.017,28.178,29.069,28.231,27.313,26,26,25.08,23.77,23.409,22.472,21.541,20.616,21.024,19.698,18.788,19.235,17.493,18.028,17.205,17.205,17.029,15.556,15.556,16.279,15.62,15.62,15.811,16.401,16.643,16.125,17,16.553,17.464,17.464,16.553,18.028,16.155,18.028,17.088,17.088,18.028,16.492,16.763,17.464,17.464,17.263,0,0,0,0,0,0,0,0,0,0,0,0
26.926,27.659,26.476,27.295,26.173,27.074,26.019,26,25.02,24.021,24.021,23.087,22.091,22.091,21.095,20.1,19.105,18.028,18.028,17.029,17,16,16.031,15.033,15.133,15.133,14.318,13.601,13.601,14.318,14.318,13.416,13.892,14.765,14.765,15.264,15.811,15,14.213,15.62,14.866,14.866,14.866,14.142,14.866,14.866,14.866,14.213,15.62,14.213,15,14.213,0,0,0,0,0,0,0,0,0,0,0,0
30.067,30.017,31,30.017,30.067,27.459,29.275,27.459,27.295,25.71,25.962,25,24.042,23.087,22.804,20.881,20.616,20.616,19.416,19.235,18.248,18.111,17.117,17.029,16,16.031,15.133,15.297,15.297,15.524,15.811,15.232,15.652,15.652,15.652,16.125,16.125,16.125,15.811,16.401,16.401,17.205,17.029,17.029,16.279,16.971,16.971,15.62,16.971,16.279,17.692,16.971,0,0,0,0,0,0,0,0,0,0,0,0
29.069,28.636,30.083,28.46,29.411,27.893,27.893,27.459,26.476,26.306,26.173,24.083,24.083,23.087,22.091,22.204,20.1,20.224,19.235,18.248,17.464,16.492,16.492,16.763,15.811,16.155,14.765,15.264,14.422,15,15,15.62,14.866,14.866,14.866,15.62,15.62,15.62,15.811,15.264,15.811,15.264,16.125,15.652,16.125,15.652,15.652,15.232,16.155,16.155,16.155,14.866,0,0,0,0,0,0,0,0,0,0,0,0
26.306,26.173,26.077,27.019,26,26.077,25.08,25.179,24.331,24.331,22.361,22.561,21.587,20.396,19.416,19.416,18.439,18.248,17.117,17.117,16.125,15.033,15.033,14,14.036,15.033,13.342,13.342,13.601,13.928,13.928,13.416,13.416,13.416,13.892,13.892,14.422,14.422,15,14.213,15,14.866,14.866,14.866,14.866,14.866,14.866,14.866,14.866,14.213,14.866,14.213,0,0,0,0,0,0,0,0,0,0,0,0
30.61,29.411,30,28.178,28.178,28.231,28.231,28.231,27.313,26.926,26.249,25.298,24.042,23.087,22.136,22.136,20.881,20.248,19.313,18.385,18.385,17.889,17.889,17,16.125,16.643,15.62,15.62,14.866,15.556,15.62,16.401,16.401,15.811,15.811,16.643,16.643,16.125,16.125,16.553,16.553,16.553,17.464,16.155,17.088,17.088,17.088,16.763,16.763,16.763,16.763,15.811,0,0,0,0,0,0,0,0,0,0,0,0
29.206,30.48,29.732,29.698,29.732,29.732,29.206,28.601,28.018,26.627,26.077,26.077,24.698,23.854,23.324,22.472,21.633,20.248,20.248,19.416,18.601,17.804,17.804,17.692,16.971,16.279,15.62,15.811,15.264,15.264,14.765,15.652,15.232,16.155,15.811,16.763,15.811,16.492,17.263,16.279,16.279,16.279,16.125,16.125,16.031,16.031,16.031,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0
29.833,30.414,29.614,30.265,29.155,30.067,29,28.018,27.074,27.074,26.077,25.179,24.187,23.087,23.087,22.204,21.095,20.1,19.026,19.026,18,17,17.029,16.125,16.125,16.279,15.524,15.811,14.866,14.318,14.765,15.652,15.264,15.264,15.264,15,15.62,15.62,16.279,16.279,15.556,16.279,16.279,15.62,16.279,15.62,16.401,15.811,15.811,16.643,16.125,15.264,0,0,0,0,0,0,0,0,0,0,0,0
30.529,31.385,30.414,29.967,30.083,29.732,29.411,29.12,27.893,26.683,26.476,26.476,24.331,24.515,23.537,22.561,21.587,20.616,20.616,19.647,18.682,18.974,18.028,18.028,17.464,16.553,16.125,15.811,15.811,16.401,16.401,17.029,16.279,16.279,16.971,17.029,17.029,16.401,17.205,17.205,17.205,17.493,17.493,17.493,17,17.493,17.889,17.464,17,16.553,17,17.088,0,0,0,0,0,0,0,0,0,0,0,0
27.459,26.683,26.926,27.203,26.571,26,25.08,25.495,25.06,23.707,22.825,23.324,21.954,21.954,21.095,19.723,18.868,18.358,17.889,17,16.553,16.155,16.155,14.866,14.866,15.524,14.318,14.142,14.036,14.036,14,14,14.036,14.142,14.142,14.142,14.318,14.56,15.524,14.56,14.56,15.524,14.866,14.866,15.232,15.232,14.318,14.318,14.765,14.765,14.765,14.765,0,0,0,0,0,0,0,0,0,0,0,0
30.414,30.871,30.463,30.463,30.676,30.364,29.12,28.862,28.636,27.459,26.476,25.318,25.318,24.331,23.345,22.204,21.378,21.378,20.396,19.416,19.647,18.682,18.974,17.088,17.464,16.553,16.125,16.125,15.811,16.401,16.401,16.279,16.971,16.971,16.279,17.029,16.401,17.804,17.205,16.643,17.205,17.493,17.493,17,17,17.493,17,17.464,17.889,17.464,17.464,17.088,0,0,0,0,0,0,0,0,0,0,0,0
30.017,30.232,30,29.206,29.069,29,28.284,27.586,27.659,26.907,26.249,24.839,24.207,24.207,22.804,22.204,21.401,20.616,19.209,18.439,18.385,18.385,17.692,17.029,16.401,16.401,15.811,15.264,14.765,15.652,15.232,15.811,15.811,15.524,15.811,16.492,16.279,17.263,17.117,17.117,17.117,17.117,17.029,17.029,17.029,17.029,17,17,17,17.029,17.029,17.029,0,0,0,0,0,0,0,0,0,0,0,0
30.414,30.414,29.732,30,28.601,29.682,27.785,27.295,27.295,26.833,24.597,25.08,24.166,22.847,22.847,20.616,21.024,19.313,18.788,18.788,18.788,17,17,16.643,15.811,15.62,14.866,14.866,14.866,14.213,15,15,15.264,15.264,15.652,15.652,16.125,15.652,16.155,16.155,15.232,16.155,15.811,15.811,15.811,15.524,15.811,15.524,16.492,16.279,16.279,15.297,0,0,0,0,0,0,0,0,0,0,0,0
28.071,28.018,28,28.018,28.16,27.166,26.306,26.683,25.71,24.515,24.739,22.804,22.804,21.84,20.881,20.881,19.647,18.682,18.439,18.439,17.263,17.464,16.279,16.031,15.033,15,15.033,14.142,14.142,15.133,14.318,14.56,14.56,14.866,13.928,15.232,15.652,15.652,14.765,14.765,15.652,15.264,15.264,15.264,15.811,15.264,15,15,15.62,14.866,14.866,14.866,0,0,0,0,0,0,0,0,0,0,0,0
29.833,32.45,31.241,28.32,26.87,30.48,28.284,27.203,28.601,25.612,25.612,25.239,23.854,23.022,23.854,21.633,21.095,20.248,19.416,18.028,18.028,17.804,17.029,16.971,16.971,16.279,15.62,15.811,15.811,15.264,16.125,16.125,16.125,16.553,16.553,16.155,16.155,16.763,16.763,16.763,16.492,16.492,16.279,16.492,16.492,16.492,16.492,17.263,17.263,16.031,17.117,16.125,0,0,0,0,0,0,0,0,0,0,0,0
27.203,28.018,27.459,27.785,27.295,27.731,26,26.571,25.632,24.352,24.352,23.087,23.087,22.136,20.881,19.925,19.925,18.974,18.385,18.385,17.464,16.553,16.553,16.125,15.264,15.811,15,14.213,14.142,14.142,14.866,14.866,15,15,14.422,15.811,16.125,15.652,15.232,15.652,15.652,16.155,15.232,16.155,15.811,15.811,14.866,15.524,15.524,15.297,15.524,15.524,0,0,0,0,0,0,0,0,0,0,0,0
30.083,29.614,30.414,30.265,30.15,29.017,29,29.017,27.019,28.018,26.077,25.08,24.083,24.083,23.087,22.091,21.095,20.025,20.025,20.025,19,18,18.028,17.117,17.263,16.279,16.492,15.811,15.811,16.155,16.553,16.553,16.125,16.643,15.811,17.205,16.401,17.029,17.029,16.279,17.029,16.971,16.971,16.971,16.279,17.029,17.029,17.029,17.029,17.205,17.205,16.401,0,0,0,0,0,0,0,0,0,0,0,0
28.071,29.275,29.428,29.833,27.893,30.083,28.16,28.792,26.926,26.926,26,25.08,24.166,23.77,23.259,21.932,21.541,20.616,19.313,18.028,17.72,17.72,16.763,16.279,16.279,16.125,15.033,15,15.033,15.033,15.133,15.297,14.318,15.524,15.811,14.866,15.232,16.155,15.652,15.652,15.652,16.125,15.811,15.264,15.811,15.264,15.811,15.62,16.401,15.62,15.62,16.279,0,0,0,0,0,0,0,0,0,0,0,0
29.547,30.083,29.411,29.411,29.12,28.636,27.659,28.284,27.166,27.166,25.179,25.08,24.083,23.087,23.087,22.091,20.1,20.1,19.105,19.235,18.248,17.263,17.263,16.763,15.811,15.811,15.232,14.765,15.264,14.422,15,15,14.866,15.556,14.866,15.556,15.62,15.62,15.811,15.811,15.811,16.125,16.643,16.125,16.125,16.125,15.652,15.652,16.553,15.232,16.155,15.232,0,0,0,0,0,0,0,0,0,0,0,0
30.529,30.887,29.967,30.463,29.155,29.732,29.411,29.12,27.893,26.926,26.683,25.495,25.495,24.515,23.537,22.361,21.378,20.396,20.396,19.647,19.647,18.682,18.028,17.088,16.553,16.553,16.125,15.264,15.811,15,15.62,14.866,15.556,15.556,16.279,15.62,15.62,16.401,15.811,16.643,16.643,16.643,16.125,16.125,17,16.125,16.553,16.553,16.155,16.155,16.155,16.155,0,0,0,0,0,0,0,0,0,0,0,0
